title,user,date,rating,review,helpful
" A great quality beefy fast food burger of a blockbuster, even if it's still a burger
",Quinoa1984,28 May 2022,8,"To convey what I think of Top Gun: Maverick properly, I'll make an analogy that will take a moment. I'm not sure if anyone has heard of the Mythical Kitchen, which is an off-shoot of the YouTube series Good Mythical Morning with Rhett and Link, but Josh from the Mythical Kitchen is quite the craftsperson when it comes to making the most gourmet fast food you've never thought about. Some examples include a ""$249 Wagyu Beef Panda Roll from Panda Express"" or ""569 Wetzel Pretzel Taste Test"" or the most recent video, ""Josh Makes a Six Foot Taco."" Josh can take a ton of ingredients, some I've never heard of and don't know what I would do with, and makes something that is absolutely spectacular looking and, of course, quite expensive - but the idea is that it's much, much more tasty and less like the school cafeteria taste you might get from your garden variety Burger King or KFC or what have you. This is all to say Top Gun: Maverick is a Josh Mythical Kitchen special where you can tell this has been made with intense, high-quality care.... does it transcend being fast food? Your mileage and/or colon may vary.First off, let's get the good things (sometimes even better than good) into this review meal (ill stop with the food analogy I swear, maybe): Tom Cruise is still a charismatic five foot seven icon for this kind of movie, where he brings much more swagger but also a lot more natural vulnerability, pathos and (maybe reading closer into it) a bit of world weariness underneath all of those decades of movie star ""I'll Go FURTHER than you... and then another step MORE"" chutzpah. So, if you want to see the movie for him more than any other reason, as I did, you'll get your money's worth.I also think he has much stronger chemistry with Jennifer Connelly- or maybe it's a better written character she gets to play, or a combo of the two- so their scenes on the whole are pleasing. And my goodness is the one scene he has with Val Kilmer one that can... well, the Berlin song isn't here this time (shock of shocks, the tiniest bit of restraint not with that song). It's certainly because the actor had his own cancer bout and so that had to be worked in to Ice, but their scene is loaded with so much dramatic energy, like you can tell how far the actors have come as stars but also as just people that it informs their scene and tops anything by a metric ton anything in the first movie for honest emotional weight.As for the new actors, they're mostly... swell. I don't know if I have a stronger word for it (ok, I like Bob and that he's just Bob and nothing more, good on you for not succumbing to a lazy nickname), buy they all fit their types - with H*ngm*n (hey, he scratched out the letters first) this movie's cocky Iceman and Rooster, Miles Teller's Son of the late Goose (is that a saying I dunno), is not.. quite Maverick or Goose, which is good, though he is saddled with the thing that we have seen in many other movies of this ilk of the son trying to live up to a father's legacy, or in this case what the best friend and confidant meant in that scenario. This isn't anywhere near the depth between Cruise and Teller that we saw in, say, Creed, but there's also not as strong or solid of a legacy to have from there anyway. Let's be honest, the death of Goose wasn't some giant mythological nexus point, it was one of those beats in a predictable action movie.Ok, I still got a little more positive, or a lot depending on your point of view, in comparison at least to 86 Top Gun; both the central plot is executed and carried out with a clearer precision (though ill get back to something that bugs me about a detail with it in a moment), as the stakes are set up from early on and the pilots are working on just that one mission, as opposed to the prior movie with it being almost more like a hang-out flick (with all those towels.. ); and the action and flying set pieces themselves are far, far more engaging and exciting, in no small part because of how film and camera tech now make it so we have a quasi verisimilitude with these actors in the planes and whether they're doing piloting or not (I suspect Cruise did because he's so bonkers, but did Bob? Shrug).And the climax of the picture is bombastic and with at least a couple of turns that I should've seen coming, if nothing else from my umpteenth viewing of Star Wars (does that make it a mild spoilers? Hell, this movie IS like a New Hope again... is it a better New Hope than Force Awakens? I'll have to sleep on that).But talking about stakes brings some issues to the table; even a gigantic hundred or several more million dollar popcorn vehicle for Cruise and company should have some politics besides 'America, good - Them, bad,' but this doesn't have that. Maybe the first movie didn't either, but that at least had the cover of the usual typical BS Reagan d-swinging Cold War poltiic where the US navy pilots could clearly be seen as engaging those kinds of targets even if not spoken. But here, we are told that ""the enemy"" is about to do a thing that will make them capable of enriching uranium. Hmm where have we heard that before in recent news? But there's no mention of any foreign adversary, like Iran or North Korea or even like Borneo or some crap. It's just... *them* and it makes it purposely vague.Maybe that will be good for audiences who don't want tricky or thorny politics into the mix, albeit its hard for me not to ponder about the times in recent years America has come so close to getting some (ie Iran) to draw back on Uranium/nuclear weapons only to be thwarted by Agent Orange and so on. I do get it to an extent, like it's hard to sell and get so many millions all over the world to watch your movie if you're pointing someone as a villain. But the vagary points to something that bugs me about the movie, which is despite all of its entertaining masculine piss and vinegar and how much one can get caught up in a sleekly shot, near perfectly edited action sequence, it's all kind of safe and impersonal deep down.Is there more to it than ""these Pilots Good, and as for you in the Snowy Mountains with your Enemy Pilots... shrug""? Or what about the personality that could be put in by a director with a little more visual panache than what's required? It's a strange note to end here, but the one thing watching the two Gunss in as many evenings is that Tony Scott really did bring a strong, smoky, Painterly-but-super-commercially attention to lighting and compositions and, as dopey and silly as it all is, a kind of rampant hormone-driven miasma to 86 Top Gun (is it gay? Sure, and that makes it *fascinating* in a bizarre way). I can't tell you a shot that tells me Kosinski stands out from several others, which is a shame as he is definitely talented, and this is better than a number of other films he's made, but...I'll close here (frankly my Kitchen metaphors made me hungry). Top Gun Maverick, for all of its bravura and, at points, heavily winking nostalgia (like the annoying thing we get now where scenes and moments replay here, with little *twists) is a $406 Whopper with extra high-grade royalty cheese, or like a $300 bag of Doritos. I love a good bag of Doritos and I can dig a Whopper. Will I feel it later? Well.... my wing name is Colon, after all.(PS: I kind of get, even though it sucks, writing off the female leads of the last movie, as Kelly McGillis was uh too tall I guess next to Cruise and Meg Ryan whatever happened to her... no Tom Skerritt? He could've popped in here, no)",34 out of 104 found this helpful.
" Take me on the mighty wings tonight ....... again.
",RedRoadster,9 June 2022,6,"I'm old enough to remember seeing the original Top Gun at the cinema in 1986. From a nostalgic point of view, I cant believe 36 years have passed between then and this sequel.The obvious observation to make is that Top Gun - Maverick is more a homage to the original film and characters than it is a sequel. The opening credits and aircraft carrier scene (with Kenny Logins Danger Zone blaring out) promises a treat but I'm afraid it falls short of expectations.The major problem is that the wise cracking one liners, over the top egos and amazing soundtrack of the original is replaced here with a paper thin plot, elementary dialogue and minor character development. Even the ""mission"" itself is something these days that would have been executed with technology and without using fighter planes. Its also really sad to see Maverick and Iceman at the end of the road and the general sense that the young men we once saw playing volleyball are now relics who have become irrelevant. There is too much use of the original as a lead in to the plot points and even having Goose's son as a big part of the story feels more nostalgic than it does necessary. Maverick's rekindled love story with Penny Benjamin at Miramar is tender but convenient, (Still working in the base bar after all these years ?) but the character is entitled to a happy conclusion to his story arc.As an action blockbuster it is really entertaining and with the cinema experience, the aerial sequences are gripping and very well done. Personally I would have liked to have seen more exterior shots during the action rather than facial closeups, but I suppose that was done to keep the characters identified during the chaotic final attack and dogfight.All in all, Its a by the numbers follow on which probably should have been made 15 years ago or not all. I'm sure part of my disappointment is how much of a pop culture effect the first one had on my generation and that this is a pale imitation compared to it. Six out of ten might seem generous, but I guess I just don't want to ""lose that loving feeling"".",66 out of 103 found this helpful.
" Terribly Missed Opportunity
",nincubura,28 May 2022,3,"I must criticize the lack of excellence by Tom Cruise. This is a high speed movie for which high frame rate is not only appropriate but DEMANDED in the 2020's. The scenes were shot on the Sony Cine Alta Venice 2 camera with 6K sensor -- that has the capacity for 59.94p at all aspect ratios.Basically, Tom Cruise put everybody through rigorous training camp, just to distribute and project 90 year old technology of 24 frams per second (FPS), for supersonic subject matter. Well guess what... for distribution at 24FPS, the editors must cut countless hours of excellent rapid motion material that was too fast for 24 FPS.When Tom Cruise says that the movie is best viewed in IMAX -- he is fraudulently lying to your face (or ears).And actually Tom Cruise is referring to ""LIE-MAX"" since true IMAX film is 18K resolution, or 130 cycles/mm at 30% response (Kodak D96 developer, ANSI Standard PH2.39-1977 (R1990) -- EASTMAN 2366 datasheet.LIE-MAX is like 64kb/s audio on an iPod. Few people actually care about REAL quality, and are bamboozled by marketing hype.A movie like this, shot at 6K resolution, looks only slightly better from an IMAX 4K Laser video projector, as it does from a standard Christie 4K projector.My advice: Wait for the High Frame Rate UHD release, and watch it at home.",30 out of 102 found this helpful.
" Penelope ""Penny"" Benjamin (Jennifer Connelly)
",aab874,25 May 2022,10,"Favorite scene withPenelope ""Penny"" Benjamin (Jennifer Connelly) - Reuniting at the Bar with Pete. Getting back at him by Embarrassing him and having him Thrown Out. Seeing his Reaction to Rooster playing ""Great Balls Of Fire"" on the Piano through the window.",55 out of 101 found this helpful.
" Why did they do this ? So much drama
",lazygetter,30 May 2022,2,"Im one of those who didn't like this movie. It's a fan service movie to milk $$.Giving 2 stars for the amazing flight scenes. Otherwise way way too much drama. Geezus.

                    32 out of 100 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",32 out of 100 found this helpful.
" An Epic Blockbuster Even Better Than The Original
",cadillac20,24 May 2022,9,"Top Gun has been an 80's staple since it first released and remains a classic action film to this day. Even so, it's hard to believe they would come back to it over 30 years later. When it was first announced that this would be happening, bringing back a now nearly 60 year old Tom Cruise as character Maverick, I was highly skeptical. Shouldn't Maverick be retired by now? The trailers for the film didn't do much to sway my opinion. Then the positive reviews came in and I was still skeptical.Having seen the film, I was completely wrong. This is easily one of the years most entertaining films yet. With the completely dependable Tom Cruise not missing a beat, easily stepping back into the shoes of Maverick, and high flying, practical action that will...ahem...take your breath away, this 36-years-later sequel surprised the hell out of me.The film's overall structure is pretty similar to the original film, with lots of training at Top Gun followed by a tough mission. We meet the near dozen characters whose top tier pilots will be taking on the mission. The biggest difference here, put out early on in the film, are that the stakes are immediately raised. This is no longer just following the pilots as they train, leading into a military career. The nearly impossible mission these pilots are to be sent on is laid on the table right away. We know what's to come. There's also an emotional elements established outright, with Maverick still filled with guilt over the loss of his friend and ROI from the first film, Goose. This is compounded by Maverick having a soured relationship with Goose's son, Rooster, played by Miles Teller. We also get some familiar character types here, the most notable being Hangman, who is the pilot that most comes across as how Maverick was in the first film.The film's emotional and more visceral stakes are well established and keep the film feeling like more than just another retread of the original film, but even if you don't feel a strong connection to those aspects, you'll likely still find yourself entertained. There's no shortage of action here and it's all superb. Cruise wanted this done with practical effects and it really translates into an adrenaline pumping, well shot, exciting time. The aerial action is outstanding, shot well and trumping anything we saw in the original film. It all leads up to what is arguably one of the most exciting aviation scenes ever produced for screen.As someone who doesn't necessarily call myself a huge fan of the original film, I wasn't expecting this to be something I would like as much as I did. I figured the film would lean hard into the nostalgia and give us a little bit of action, but I should have trusted Tom more. His high standards show here and director Joseph Kosinski, who's body of work (including previous Tom Cruise collaboration Oblivion) would never suggest he would deliver something of this caliber, has certainly left a mark demonstrating his action filmmaking capability. This is a movie likely to go down as THE blockbuster of the summer, even amidst major releases like Jurassic World: Dominion, Thor, and Bullet Train. Film goers looking for an exciting, action packed good time in the theater need look no further.",52 out of 99 found this helpful.
" No one would understand the word ""cheesy"" until they've seen ""Top Gun: Maverick""
",chenp-54708,27 May 2022,5,"I saw ""Top Gun: Maverick"" with my cousin during a 4:00 p.m. Thursday Screening. I thought while ""Top Gun: Maverick"" has mighty wings and isn't boring, it didn't take my breath away. Before I explain, I wasn't fond of the original ""Top Gun"" at all simply because I didn't get to feel the need or see it through the gay way. Mainly I didn't get the chance to grow up with the 80s or be a massive fan of the 80s stuff as many others did. However, due to the positive word of mouth, I wanted to give it a chance because I like to give movies chances and I am open to surprises. Here's my takeaway:It's definitely not a bad film, that's for sure. It also ain't no cinematic masterpiece or something that is considered cinema. It's just a fun-time popcorn nostalgia-fest flick that's all.There are many impressive visual and production sets displayed throughout. The advanced technical moments when the jets are flying are impressive and the effects on the flight sequences are well done. Those moments were the selling parts of the entire film and I applaud the production, sound, designers, and stunt workers to make great action sequences. Just like the Mission Impossible action sequences, it really did help to grab the attention. Gets you to feel the need and run into the danger zone. The camerawork is also pretty good. There are many good wide shots of the environment, good shots of the jets, and some well-done camerawork once the jets are flying up in the sky. All the performances are good, but nothing really wowing. Tom Cruise is good as usual as he puts lots of effort into his work. He plays well as a pilot and military-type person. Miles Teller, Jennifer Connelly, Jon Hamm, Ed Harris, Lewis Pullman, Glen Powell, Val Kilmer, and everyone else did their job to play well. No bad performances.But that's pretty much it since like the original, it's just another basic military action drama movie that is really really predictable. Every moment felt like something you have seen already a million times. Like you already know what is going to happen next, you already know what this character will do, what the next scene will be, and many pieces you can just easily pick up on. At times it really almost felt like a rehash of the original film but with updated technology and new characters that's all.But hey, that's what it is. Top Gun: Maverick is for nostalgia purposes and just pure food popcorn entertainment. Just to have fun. Nothing to care about in the plot. It is mainly impressive for the action and visual moments or for some people, only to see the famous celebrities rather than the narrative itself. The purpose is for nostalgia, that's all. Nothing to find anything new but to gain nostalgia or simply be entertained. I didn't really care about any characters at all. You got some of the original characters back and they are there. The loveable characters are back but in my opinion, I didn't connect with any of them as many others were able to. I didn't find Maverick likable or anyone else since the characters were bland or annoying.The original soundtrack I enjoyed but this new soundtrack was just alright. Hans Zimmer, Lorne Balfe, and Faltermeyer's scores were just alright. Lady Gaga's song for this movie just didn't work for me since I am not a fan of her music. Some of the dialogue was pretty bad. The directing was alright but nothing stands out besides the visual parts. Director Joseph Kosinski is good with visuals and CGI works as it provides with his previous films like ""Tron: Legacy, Oblivion, and Only the Brave"" Even tho I thought Only the Brave was fine and Oblivion and Tron: Legacy were disappointing, undeniably, Kosinski is great with what he does.Don't get me wrong. It's not a bad movie. I understand why people love this movie and why the original holds a special place in their hearts. A lot of people put their efforts and talent into this film. But at the end of the day, this movie wasn't my cup of tea. It's more for nostalgia purposes and for fans of the original. It really felt like I was watching a 2-hour military ad that is trying to tell me ""Hey Kid! Join the Navy! If these people can do it, so can you!"". At the end of the day, Top Gun: Maverick is an impressive visual fest but nothing too special. But I still enjoyed the flight sequences but that's all.But if you love this movie, that's great. I'm just a terrible person who didn't get to experience it like everyone did (I'm being sarcastic) and I'm glad you enjoyed it.",31 out of 96 found this helpful.
" Made with love
",isaacochoterena,24 May 2022,8,"This film manages to portray the best of the characters and the original story.The entire film is pure nostalgia, which reminds us of the story and characters of the original, but also giving rise to new characters and this new story, although it has many similarities with the original, the creators of this film understand all the characters and the previous film, portraying emotional and very moving moments. Some of the new characters don't get much development, but the familiar characters are just as charming as they were in the original. The scenes involving fighter planes are well done and the sound of them is spectacular, the special effects are very few, which is good, and they are good. The performances are good and can be very emotional.It is a very good sequel, since it understands the story and the original characters, as well as the emotional moments that are very significant, just as the new story is very enjoyable, this sequel makes us have more affection for these characters and the original story.",60 out of 96 found this helpful.
" Maverick with PTSD
",jb07-660-944395,27 May 2022,5,"It's a by the numbers sequel where Maverick, who supposedly got over Goose's death by throwing his dog tags into the sea, didn't. By the end of the movie it felt like I'd watched a very long comic book. A comic book that is politically correct and where even the American characters who aren't particularly nice aren't all that bad.Maverick has to train a group of hot shots while staying under the radar of a rule following Admiral who believes the day of the pilot is over and that autonomous drones are the answer to modern air warfare.The mission is to bomb an Iranian nuke site - a mission perfect for autonomous drones.So despite only lasting two months as a Top gun instructor, and being a maverick, Maverick is selected to teach a group of young pilots to carry out the mission. He teaches his team by individually shooting each one of them down in training, having them play football at the beach and telling them how difficult the mission will be - while fighting his PTSD.Despite the unreal action - Maverick treats the US Navy like his own private flying club, flying between two aircraft flying it tight formation, then spiralling towards the ground with Goose's son in the other plane - this is a slow movie.The action comes toward the end, but as America is great and Iran is bad, we don't have much to worry about. Even the enemy 5th generation fighters decide to give up their advantage of stealth and decide to engage Maverick visually.To me it felt like this film lacked the character development, twists surprises and story. So much money, time and effort has been put into a movie which is more an echo of the first, rather than being a sequel with its own kind of magic.",43 out of 94 found this helpful.
" PREDICTABLE WITH SOME DECENT ACTION
",DUTCHY_BOY_1,25 May 2022,6,"Movie was okay with some decent action scenes. This movie requires no brain power. You just have to sit and watch. Classic ""goodguys"" win in the end. Perfect for someone who doesnt have 2 brain cells to rub together.

                    27 out of 91 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",27 out of 91 found this helpful.
" Amazing at times.
",jeriahswillgdp,5 June 2022,7,"I went into this film with very high expectations. The film delivered plenty at many times, but others I found myself quite bored.I was tempted to write out all the issues I had that took away the 3 stars, but this film is really just a fun, happy thing that everyone loves and isn't arguing about, and how often do we get that?So I'll just say it's worth the watch and leave it at that.

                    61 out of 89 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",61 out of 89 found this helpful.
" Just as boring as it's predecessor, but with added depth.
",CriticsVoiceVideo,21 June 2022,1,"Not really much is different here in this sequel. It's definitely compatible to the original so if you love that one then you will definitely love this. Same lightweight romance, a mission, playing sports in the sun and singing in a bar. Quite trite if you ask me.

                    27 out of 88 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",27 out of 88 found this helpful.
" Predictable and Pathetic
",diord-76093,1 June 2022,2,"Good movie for a 9-13 yr old kid. Not so much for a human adult. Every scene predictable and the reach for Cruise youth is beyond his grasp. The original is a classic...the sequel is just like most others...trash.

                    25 out of 88 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",25 out of 88 found this helpful.
" Not a scratch on the original
",craigunderwood-85600,17 June 2022,1,"Absolutely hate this new Top Gun. Pathetic plot and acting and everything in between. The original was a great movie for the times, with an incredible sound track: This is just a poor copy of the original. I had to go to the toilet with 30 minutes to go.....I didn't go back in, just kept walking and shaking my head. Don't believe the hype.

                    27 out of 87 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",27 out of 87 found this helpful.
" Lazy writing
",gavduckett,30 May 2022,2,"I had no doubt that this film was going to be visually specatcular...and it was. My fear was always focused on what the script and plot was going to be like and my worst fears were realised. Jim Cash must be turning in his grave. I'd love to know what Jack Epps Jr thinks of this film. The ""mission"" that this film's story is centred around must be some of the dumbest writing I've ever experienced. If I find out that this was in fact written by a 10 year old I'll change my rating to a 9.

                    30 out of 87 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",30 out of 87 found this helpful.
" THE GODFATHER 2 FOR TOP GUN
",illmor-814-204784,23 May 2022,9,"Is well known that sequels usually are not worth of the good will their predecessors carry on, but this one is a quite nice exception. You get what is expected of a movie like this, but without a doubt the plus for this one is a super entertained, emotional and immersive film. The sound is great and the air sequences are exciting in a manner you can feel the passion , the excitement the pilot is feeling in their seat. I really loved the air sequences, cannot say right now another movie to highlight in that regard. Again, air sequences are fantastic. FANTASTIC. So real, so natural view, so immersive. Sound is great and of course IMAX is recommended. I loved the cast, all of them are nice and welcomed additions. There are some very emotional scenes that worth the ticket alone. Plot, is made to enjoy. Every bit. Lovely references to prior movie and superb cinematography. Music is good, however didn't find a new classic song for my particular taste, but maybe there is one for you. Super enjoyable product, the one that put you to search where to learn to fly. Absolutely recommended to see it in theaters. So IMMERSIVE experience that not even the best home theater will match. Well, if The Godfather had The Godfather 2, Top Gun has Top Gun Maverick.",45 out of 86 found this helpful.
" I have no words
",Ralle_42,23 May 2022,10,"This is my first review, and probably only review. Ever. But this, this is something else. Im writing this when in euphoria, so please take my words with a grain of salt. But...
It's probably the best ""go-watch-this-on-a-big-screen-movie"" I have seen in a long, long time. The feeling. The nostalgia. The music. The characters. The sound of F18's. Tears of joy. Tears of sadness. Goosebumps. Roosterbumps. Damn. Everything was amazing.Last words?I feel the need. The need for speed!Update: Just saw it the 2nd time on a smaller screen and less sound. Go watch it on the biggest screen with the best sound you can find. This time my heart wasn't jumping out of my chest from the jets </3.

                    55 out of 85 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",55 out of 85 found this helpful.
" Recycled and Star Wars rip off
",alancorey2000,31 May 2022,2,"Built on too many scenes from original movie. And what's with the Star Wars rip off flying as fast as possible through a ravine to no bomb 3 meter target? Was waiting for luke skywalker to swoop in.

                    26 out of 82 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",26 out of 82 found this helpful.
" Top Cheese
",danielcereto,27 July 2022,1,"I can't believe this movie is scored as 8.6, seriously I don't get it. I was expecting an action masterpiece at least, but instead I found a forgettable movie including a lot of weak points.First, the movie is super cheesy, predictable and the story is super simple. No surprises or twists from beginning till the end.Second, characters are extremely stereotyped and not well developed. Looks like more a buddys movie than anything else.Last, the nostalgia from the 80's doesn't really fit with generation Z. Everything looks really forced most of the time.So overall, if you love predictable top chessy blockbusters this one is for you. Go and watch it and score your 10.If not, try to watch some real 8.6 movies:
Seven, The silence of the lambs, City of god and Saving Private Ryan. Enjoy.",34 out of 81 found this helpful.
" A blockbuster sequel that flies higher than the predecessor.
",SAMTHEBESTEST,24 May 2022,7,"Top Gun Maverick (2022) :
Movie Review -Top Gun (1986) was a film that gave Tom Cruise a new image and a large following. It was a trendsetter for him, and probably the only second action film that got him a cult following for years after the Mission Impossible series. Tony Scott's aerial action drama was a huge hit at the box office, and people were wondering why the sequel wasn't made for years. Late sequels are usually considered unworthy, but there are a few exceptions. Now I can say, late sequels aren't worthy enough, unless it's Top Gun Maverick kind of stuff. The Top Gun sequel is too late, but it is worth the wait. I wasn't even born when Top Gun was released, but I have seen the film multiple times on TV. I recently saw it again to prepare for the sequel, and I can say out loud that the sequel has surpassed the first film. It exceeds all expectations, including the demand for scripts and advanced technologies. The age gap is filled very smartly and all the modern mass elements are put together nicely. Rather, I'd say, the action mania is much bigger and better than its predecessor.Test pilot Captain Pete ""Maverick"" Mitchell has purposely dodged an advancement in rank to continue flying after thirty-six years of service. He is summoned to train a detachment of TOPGUN graduates for a specialised mission the likes of which no living pilot has ever seen. Maverick encounters Lt. Bradley Bradshaw (Miles Teller), call sign: ""Rooster,"" the son of Maverick's late friend and Radar Intercept Officer Lt. Nick Bradshaw, aka ""Goose."" Facing an uncertain future and confronting the ghosts of his past, Maverick is drawn into a confrontation with his own deepest fears, culminating in a mission that demands the ultimate sacrifice from those who will be chosen to fly it. He meets Penny (Jennifer Connelly), a single mother, and starts a new love affair. With the help of Rooster, Penny, and other team members at Top Gun, Maverick eyes achieving an impossible mission.Top Gun Maverick fulfils all the demands of the script, challenging the disadvantages of the late sequel. Usually, the late sequels go wrong with the main characters because they damage the main source material. With Top Gun Maverick, however, the scene is different. Peter Craig and Justin Marks take care of the writing department like a newborn child. They keep the essence alive and do not harm the main character. Even the new characters aren't bad at all. The entire team is fresh and looks like a perfect fit for the new story. However, the character of Penny spoils the rhythm a bit. What happened to Charlie (Kelly McGillis), the previous love interest of Maverick? Had they given a proper explanation to that character, I think I would have loved Penny's characters even better. The second bad thing about the film is its overuse of cinematic liberty on a few occasions. You can't accept a person to be clean and alive after his jet is shot high up there. Anyway, let's not give away any spoilers. The screenplay has a turbo speed and the overall writing still clarifies the mission in a foggy atmosphere.Tom Cruise, the ageless fella. What charisma he has, especially with this character. It's a tailor-made role, and he measures all the corners perfectly. The new Maverick will make you fall in love with Tom Cruise again, and all that previous nostalgia will fade away this time. He sets the bar high this time, not just as an actor but as an on-screen persona too. I will never forget Miles Teller for his outstanding performance in Whiplash (2014), and recently he amazed me again with ""The Offer"" (2022). He plays a very predictable character here, who is in the backseat most of the time. This does not count as one of his finest roles, but he's not a big letdown either. Jennifer Connelly looks gorgeous, not better than Kelly McGillis, of course, but let's just forget that deliberated 'love interest character' for the sake of cinematic mass appeal. The roles of Jon Hamm, Glen Powell, Lewis Pullman and Ed Harris are well written and well executed. Val Kilmer may make you emotional with his cameo, while Lewis Pullman, Monica Barbaro, Charles Parnell, Jay Ellis and Danny Ramirez have got nothing new to offer, but fairly decent, indeed.What takes Top Gun Maverick a notch higher is the big-screen extravaganza. The action spectacle is brilliantly shot and tremendously well edited. The aerial action scenes are truly breathtaking, whereas the background score literally stops your heartbeat for a moment. Watching Top Gun (1986) in today's time certainly makes it look updated, but the action sequences in this sequel are designed in such a way that you will enjoy watching them even after 10 years. Yes, there are a few cliches, the comeback and all, but it's a mass market product afterall.Joseph Kosinski's previous outing with Tom Cruise - ""Oblivion"" (2013), came out as a terrible film. So, Top Gun Maverick is a terrific improvement for them. Joseph has a commendable job while dealing with the pressure of the sequel, nostalgia, and new-age improvisation. Top Gun Maverick is a top-class sequel for all the Top Gun and Tom Cruise fans out there, and the biggest credit goes to director Joseph Konsinski for that. He gambles with the idea of an aged legacy teaching something to new blood, and delivers an action-packed, blockbuster sequel by all means. Top Gun: Maverick is a big-screen experience that can't be missed. Do try to watch it in IMAX, and I'm sure it will be worth more than that expensive bowl of popcorn.RATING - 7/10*",34 out of 80 found this helpful.
" A massive YAWN!!!
",usgepo,27 June 2022,1,"Boring, badly scripted and so horribly predictable.Lost the loving feeling during the first few scenes. Good special effects but most definitely did not Take my breath away.

                    30 out of 79 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",30 out of 79 found this helpful.
" Nobody asked for this!
",kaiserethe,27 June 2022,1,"I have nothing to say other than this being yet another sequel to a 30 plus year old movie that is only there for nostalgia and money. Not even worth one star! Save your money, and your time.

                    20 out of 79 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",20 out of 79 found this helpful.
" I love Tom Cruise but....
",arodriguez-97287,27 May 2022,3,"This movie was just like the first one just worse on the script. I try to watch all his movies and when I saw the first top gun, I knew I couldn't watch another 80's movie for a while, felt like I was watching the room with how corny everything was. I literally fell asleep every time Jennifer c. Would go on screen, those scenes where so useless. Then just the story was poor. In 2021(that's the time the film was originally gonna be released) that is our big mission, compared to all the Middle East air raids we had. But I will say the jet scenes are great and best part is the end, where the action is and you don't have to watch that terrible love connection that tom cruise always has in movies.

                    18 out of 77 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",18 out of 77 found this helpful.
" Believe the hype
",XTheXXTruthX,12 June 2022,10,"I never thought I would see a movie this well made again.The 2 hours 10 mins flew by and felt more like 90.Star turns from all of the cast, drama, tension, humour, romance, terrific action, great soundtrack.The most engaged I've felt watching a blockbuster in I don't know how long. Blown away.

                    47 out of 76 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",47 out of 76 found this helpful.
" Way better than I could have ever hoped for
",Sergiodave,26 May 2022,9,"I saw this last night on IMAX, which for this movie is a must, the sound and picture quality is pretty essential. I thought the original was great fun, a little bit too homoerotic, but well made with great flying sequences. A movie I loved as a kid in the 80's but got less enthused as I aged. This movie beats the original hands down, and I would put it in my top 10 sequels. The flying sequences are the best anyone has ever seen on celluloid, the story is a clever one, which I won't spoil, but is full of little surprises. The cast are all great and the directing from Joseph Kosinski is amazing. I'll go to the cinema 40+ times this year and I strongly doubt I'll see a better blockbuster in 2022. Well done.

                    38 out of 76 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",38 out of 76 found this helpful.
" So glad I saw this film.
",hfreinoso,3 June 2022,10,"I was never anticipating Top Gun Maverick. I thought Top GUn was good, but not great. I couldn't care less about the film, but most people and my friends said it was amazing. So I went to see it. And sure enough, it was one of the best experiences I have ever had on the big screen while watching this, and holy sherbert was this a film to have and has no right to be this level of good.Pros: Because Rarely do you get a sequel that measures well against a Blockbuster like what Top Gun was. But I have to say, and excitedly, Maverick does just that. I enjoyed the action here, great stunt flying by this highly skilled team of aviators because this action was the best action I have seen in a long time. I take it back because the action and suspense were breathtaking. Never had I wanted to beg someone to make it out of life in the most messed up and dangerous situation. The cast was great; Jon Hamm stood out to me as a big presence. Jennifer Connelly looked fantastic; the romance scenes were extremely tasteful and did not detract from this film's core 'action.' The cinematography was first-rate, and the story was solid; the acting was spot on. Jerry Bruckheimer preserved the magic, and There was enough reference material in the movie to remind or retell the original story for those who had not seen Top Gun keep everyone up to speed. Bringing back Val Kilmer was a nice touch as well. The great story they put together to work that in. But Maverick and Rooster were the show stealers of this film; their problems with each other were like a father trying to protect and reconnect with his son. A big plus is that there were more PRACTICAL EFFECTS than CGI. One thing in the modern era where everybody loves to use CGI instead of practical, this was a huge plus for me.Cons: Nothing much, but I wish there were even more action scenes, as they were all good and entertaining.Overall, the film was outlandish; they made me like this with some breathtaking action, and I couldn't believe I would skip this film. But I was so glad I saw it on the big screen. 10/10. Perfect.",46 out of 75 found this helpful.
